ClientID,VisitDate,VisitDuration
54,2024-03-15,67
54,2024-02-02,96
54,2024-03-02,88
54,2024-03-28,98
54,2024-01-23,42
54,2024-01-15,76
54,2024-01-27,90
54,2024-03-15,60
54,2024-03-04,109
54,2024-04-30,51
54,2024-04-24,115
54,2024-04-23,72
54,2024-03-21,96
54,2024-02-20,83
54,2024-02-22,39
54,2024-03-18,71
54,2024-03-31,93
54,2024-03-22,50
54,2024-04-01,109
54,2024-02-20,105
54,2024-02-16,95
54,2024-04-20,70
54,2024-01-04,53
54,2024-01-07,64
54,2024-04-18,85
54,2024-02-04,59
55,2024-04-03,63
55,2024-02-16,75
55,2024-02-04,107
55,2024-01-19,33
55,2024-04-23,59
55,2024-01-08,104
55,2024-01-26,101
55,2024-04-22,32
55,2024-04-13,43
55,2024-03-11,89
55,2024-01-30,106
55,2024-01-07,74
55,2024-03-07,63
55,2024-03-05,74
55,2024-02-05,90
55,2024-01-25,112
55,2024-02-06,45
55,2024-01-01,95
55,2024-01-15,69
55,2024-02-06,46
55,2024-01-13,63
55,2024-04-13,45
55,2024-01-08,89
55,2024-01-05,95
55,2024-02-29,95
55,2024-03-13,119
55,2024-01-01,42
55,2024-02-05,85
55,2024-02-04,60
55,2024-03-06,63
55,2024-03-03,68
55,2024-04-13,96
55,2024-01-23,37
55,2024-01-09,116
56,2024-04-29,84
56,2024-02-24,52
56,2024-01-27,61
56,2024-04-27,91
56,2024-04-02,103
56,2024-04-12,39
56,2024-02-22,101
56,2024-02-08,83
56,2024-03-05,81
56,2024-01-17,49
56,2024-04-14,61
56,2024-01-30,43
56,2024-02-22,79
56,2024-01-13,57
56,2024-01-21,82
56,2024-01-19,53
56,2024-02-22,108
56,2024-01-19,51
56,2024-02-26,59
56,2024-01-25,92
56,2024-03-26,33
56,2024-01-31,106
56,2024-03-21,88
57,2024-01-08,73
57,2024-03-22,93
57,2024-01-12,58
57,2024-04-28,57
57,2024-01-31,40
57,2024-03-18,94
57,2024-02-03,48
57,2024-03-22,38
57,2024-04-29,56
57,2024-04-07,63
57,2024-03-15,73
57,2024-04-14,97
57,2024-03-16,111
57,2024-02-18,44
57,2024-03-19,80
57,2024-02-26,42
57,2024-04-04,112
57,2024-04-22,78
57,2024-04-02,99
57,2024-01-26,85
57,2024-01-18,105
57,2024-04-05,80
57,2024-03-26,66
57,2024-02-07,46
57,2024-03-21,87
57,2024-03-27,116
57,2024-03-28,119
57,2024-02-19,58
57,2024-01-08,62
57,2024-02-10,89
57,2024-01-06,118
57,2024-03-09,84
58,2024-02-16,112
58,2024-01-23,112
58,2024-03-25,41
58,2024-01-21,66
58,2024-04-16,71
58,2024-01-13,46
58,2024-04-10,77
58,2024-02-02,57
58,2024-01-24,70
58,2024-04-17,76
58,2024-01-11,47
58,2024-01-17,107
58,2024-03-08,100
58,2024-02-16,42
58,2024-01-25,111
58,2024-04-03,42
58,2024-03-13,60
58,2024-01-21,31
58,2024-03-24,45
59,2024-03-13,47
59,2024-02-07,32
59,2024-03-15,57
59,2024-02-23,99
59,2024-02-25,73
59,2024-03-26,50
59,2024-04-06,57
59,2024-04-09,83
59,2024-04-18,83
59,2024-03-27,94
59,2024-02-14,50
59,2024-04-18,42
59,2024-02-03,86
59,2024-01-09,78
59,2024-03-28,83
59,2024-01-08,39
59,2024-01-07,82
59,2024-02-05,73
60,2024-02-22,72
60,2024-03-14,54
60,2024-02-15,89
60,2024-01-13,119
60,2024-02-06,94
60,2024-04-11,113
60,2024-01-24,57
60,2024-01-02,45
60,2024-03-26,76
60,2024-03-21,110
60,2024-04-09,87
60,2024-01-14,105
60,2024-01-10,56
60,2024-02-04,82
60,2024-01-25,71
60,2024-01-03,88
60,2024-04-20,76
60,2024-04-11,63
60,2024-01-17,66
60,2024-01-12,35
60,2024-02-23,36
60,2024-04-25,54
60,2024-01-24,62
60,2024-01-29,84
61,2024-01-07,106
61,2024-04-25,108
61,2024-02-26,116
61,2024-01-12,73
61,2024-01-16,119
61,2024-03-20,33
61,2024-02-12,119
61,2024-04-26,38
61,2024-04-09,34
61,2024-03-17,85
61,2024-01-07,113
61,2024-04-09,79
61,2024-04-20,104
61,2024-02-20,44
61,2024-03-13,61
61,2024-02-01,57
61,2024-03-15,51
61,2024-01-08,46
61,2024-04-06,88
61,2024-03-27,119
61,2024-03-29,100
61,2024-04-29,86
61,2024-03-12,55
61,2024-02-14,54
61,2024-03-26,39
61,2024-02-28,74
61,2024-01-04,112
61,2024-04-13,40
61,2024-03-07,106
61,2024-01-29,82
61,2024-04-14,101
61,2024-01-29,97
61,2024-04-07,57
61,2024-04-07,104
61,2024-01-28,94
62,2024-02-16,44
62,2024-02-21,90
62,2024-04-11,50
62,2024-03-28,75
62,2024-02-23,98
62,2024-02-29,35
62,2024-02-26,67
62,2024-02-16,91
62,2024-01-31,115
62,2024-04-14,91
62,2024-02-15,111
62,2024-04-23,107
62,2024-01-26,103
62,2024-04-22,75
62,2024-04-23,42
62,2024-01-05,32
62,2024-03-24,35
62,2024-02-21,37
62,2024-04-14,73
62,2024-03-15,62
62,2024-04-29,110
62,2024-02-23,104
62,2024-02-02,106
62,2024-02-19,79
62,2024-02-07,40
62,2024-01-27,57
63,2024-03-10,111
63,2024-02-10,55
63,2024-01-16,35
63,2024-03-08,33
63,2024-04-08,58
63,2024-02-17,88
63,2024-02-25,46
63,2024-03-04,72
63,2024-02-28,109
63,2024-03-30,95
63,2024-03-02,63
63,2024-04-30,37
63,2024-03-16,42
63,2024-01-11,37
63,2024-04-10,94
63,2024-03-29,72
63,2024-01-18,68
63,2024-01-19,110
63,2024-03-27,88
63,2024-02-24,113
63,2024-04-11,117
64,2024-03-26,96
64,2024-04-02,42
64,2024-03-26,74
64,2024-02-13,39
64,2024-01-09,38
64,2024-02-06,83
64,2024-03-14,56
64,2024-02-05,63
64,2024-04-10,30
64,2024-04-01,61
64,2024-01-28,118
64,2024-02-11,100
64,2024-02-12,96
64,2024-03-25,113
64,2024-03-28,49
64,2024-02-11,64
64,2024-04-13,119
64,2024-03-06,107
64,2024-02-24,46
64,2024-03-12,47
64,2024-02-17,74
64,2024-03-31,113
64,2024-01-22,82
64,2024-04-10,111
64,2024-01-27,97
64,2024-04-30,94
64,2024-04-02,30
65,2024-01-26,100
65,2024-04-18,55
65,2024-01-20,69
65,2024-04-25,34
65,2024-03-27,50
65,2024-01-10,107
65,2024-02-28,33
65,2024-03-15,52
65,2024-02-10,113
65,2024-04-14,44
65,2024-01-05,37
65,2024-03-05,70
65,2024-01-17,48
65,2024-01-22,75
65,2024-04-07,57
65,2024-04-29,97
65,2024-04-18,44
65,2024-02-10,66
65,2024-04-02,30
65,2024-03-08,96
65,2024-03-09,53
65,2024-01-11,56
65,2024-02-25,69
65,2024-02-20,92
65,2024-01-21,90
65,2024-04-08,65
65,2024-03-16,53
65,2024-01-26,53
65,2024-04-24,33
65,2024-01-19,96
65,2024-04-18,63
65,2024-02-29,86
65,2024-03-11,78
65,2024-02-16,116
65,2024-04-28,82
66,2024-04-25,70
66,2024-01-23,98
66,2024-04-18,42
66,2024-03-09,116
66,2024-04-04,87
66,2024-02-22,79
66,2024-03-02,59
66,2024-02-10,91
66,2024-02-26,54
66,2024-04-30,56
66,2024-02-29,80
66,2024-02-23,107
66,2024-03-10,86
66,2024-04-10,76
66,2024-02-26,68
66,2024-01-10,45
66,2024-02-09,51
66,2024-01-07,114
66,2024-04-12,83
66,2024-02-07,50
66,2024-03-25,101
66,2024-03-01,45
66,2024-03-24,88
66,2024-01-03,60
66,2024-02-20,71
66,2024-03-26,103
66,2024-02-16,61
66,2024-03-08,88
66,2024-04-01,63
66,2024-03-16,38
66,2024-02-07,110
66,2024-04-24,40
66,2024-02-05,39
67,2024-04-30,63
67,2024-01-17,70
67,2024-03-08,102
67,2024-02-17,42
67,2024-02-21,99
67,2024-04-20,35
67,2024-01-25,113
67,2024-01-21,81
67,2024-04-10,32
67,2024-04-11,110
67,2024-04-22,92
67,2024-03-05,78
67,2024-03-03,105
67,2024-03-29,76
67,2024-02-20,84
67,2024-02-05,93
67,2024-03-21,94
67,2024-04-14,110
67,2024-03-28,96
67,2024-03-06,119
67,2024-04-13,44
67,2024-01-15,61
67,2024-04-05,97
67,2024-02-08,47
67,2024-03-10,112
67,2024-01-01,72
67,2024-04-20,64
67,2024-01-23,107
67,2024-02-08,87
67,2024-02-26,62
67,2024-03-21,43
68,2024-03-01,69
68,2024-04-28,112
68,2024-01-04,94
68,2024-03-28,98
68,2024-02-28,56
68,2024-01-29,109
68,2024-03-23,35
68,2024-01-06,42
68,2024-04-30,93
68,2024-04-06,91
68,2024-02-18,48
69,2024-03-20,45
69,2024-02-12,112
69,2024-03-14,80
69,2024-03-29,111
69,2024-01-20,109
69,2024-04-04,101
69,2024-03-08,41
69,2024-02-13,82
69,2024-01-23,104
69,2024-01-02,34
69,2024-04-29,56
69,2024-01-22,41
69,2024-04-24,46
69,2024-02-26,35
69,2024-04-10,34
69,2024-03-12,86
69,2024-01-07,57
69,2024-03-18,107
69,2024-02-25,98
69,2024-04-28,88
69,2024-03-07,62
70,2024-02-19,35
70,2024-04-21,87
70,2024-04-14,98
70,2024-01-19,57
70,2024-03-26,91
70,2024-03-09,70
70,2024-03-06,98
70,2024-04-03,111
70,2024-02-16,119
70,2024-02-08,113
70,2024-03-08,70
70,2024-02-02,78
70,2024-01-13,78
70,2024-03-24,105
70,2024-02-23,100
70,2024-01-07,32
70,2024-03-19,39
70,2024-03-27,118
70,2024-01-14,64
70,2024-03-27,109
70,2024-01-19,31
70,2024-02-23,53
70,2024-04-02,103
70,2024-04-29,67
70,2024-01-20,51
70,2024-01-29,55
70,2024-01-24,72
70,2024-03-22,84
70,2024-03-03,68
70,2024-03-14,58
70,2024-04-14,49
70,2024-02-26,70
70,2024-01-08,83
70,2024-03-30,49
70,2024-03-02,48
70,2024-01-29,113
70,2024-03-14,95
70,2024-01-17,59
70,2024-03-06,82
71,2024-01-22,88
71,2024-03-07,88
71,2024-01-06,31
71,2024-03-19,58
71,2024-01-27,97
71,2024-01-10,94
71,2024-03-13,112
71,2024-04-06,55
71,2024-04-05,118
71,2024-02-17,39
71,2024-03-10,82
72,2024-02-28,65
72,2024-01-22,102
72,2024-02-20,75
72,2024-02-17,61
72,2024-01-21,61
72,2024-04-29,35
72,2024-01-22,77
72,2024-04-09,67
72,2024-04-07,46
72,2024-01-30,103
72,2024-01-25,56
72,2024-04-18,83
72,2024-01-28,79
72,2024-03-05,64
72,2024-04-22,114
72,2024-02-14,54
72,2024-03-08,57
72,2024-01-07,44
72,2024-02-18,33
72,2024-01-09,102
72,2024-02-05,56
72,2024-03-23,55
72,2024-01-01,48
72,2024-01-10,46
73,2024-04-30,72
73,2024-02-10,77
73,2024-02-11,63
73,2024-02-19,69
73,2024-03-24,104
73,2024-04-18,90
73,2024-02-09,79
73,2024-02-08,96
73,2024-04-22,91
73,2024-04-26,87
73,2024-01-23,62
73,2024-04-20,104
73,2024-04-05,45
73,2024-02-21,111
73,2024-02-16,77
73,2024-03-03,39
73,2024-04-06,111
73,2024-04-30,67
73,2024-04-19,48
73,2024-03-09,65
74,2024-03-03,89
74,2024-03-17,69
74,2024-04-29,65
74,2024-02-15,66
74,2024-01-03,108
74,2024-03-14,47
74,2024-04-11,92
74,2024-03-05,51
74,2024-04-28,40
74,2024-04-29,87
74,2024-03-31,86
74,2024-04-19,106
74,2024-01-08,33
74,2024-02-20,115
74,2024-04-19,36
74,2024-04-15,90
74,2024-03-21,83
74,2024-03-13,117
74,2024-01-06,97
74,2024-04-16,108
74,2024-03-29,30
74,2024-02-08,84
74,2024-04-22,32
74,2024-02-29,107
74,2024-01-28,67
74,2024-04-06,30
74,2024-02-23,67
74,2024-02-06,114
74,2024-01-09,58
74,2024-03-22,34
74,2024-02-25,103
74,2024-02-28,50
74,2024-03-25,100
74,2024-01-02,96
74,2024-03-01,76
74,2024-02-27,113
75,2024-02-04,78
75,2024-03-08,87
75,2024-03-09,68
75,2024-01-01,109
75,2024-03-08,114
75,2024-01-12,90
75,2024-02-29,38
75,2024-01-27,35
75,2024-02-25,64
75,2024-04-15,68
75,2024-01-23,51
75,2024-01-25,70
75,2024-01-21,34
75,2024-03-01,71
75,2024-03-03,116
75,2024-02-21,110
75,2024-03-28,105
75,2024-01-25,116
75,2024-04-18,109
75,2024-02-24,96
75,2024-02-15,59
75,2024-02-01,86
75,2024-02-24,115
75,2024-04-05,102
75,2024-01-05,58
75,2024-02-05,66
75,2024-04-19,116
75,2024-04-15,42
76,2024-04-25,107
76,2024-04-20,39
76,2024-04-21,65
76,2024-01-23,63
76,2024-02-14,102
76,2024-01-17,57
76,2024-04-28,40
76,2024-04-13,107
76,2024-03-25,68
76,2024-03-06,76
76,2024-04-10,48
76,2024-01-06,44
76,2024-04-17,57
76,2024-01-18,53
76,2024-04-03,101
76,2024-01-22,38
76,2024-04-27,76
76,2024-02-02,62
76,2024-01-30,91
76,2024-03-21,48
76,2024-04-16,96
76,2024-02-01,103
76,2024-02-11,69
77,2024-04-15,100
77,2024-03-05,42
77,2024-01-29,98
77,2024-02-19,55
77,2024-04-07,78
77,2024-04-24,96
77,2024-01-13,36
77,2024-04-27,87
77,2024-01-01,78
77,2024-02-03,82
77,2024-04-02,94
77,2024-02-17,91
77,2024-04-20,46
77,2024-03-17,72
77,2024-02-17,54
77,2024-02-18,32
77,2024-04-26,108
77,2024-03-04,58
77,2024-03-01,61
77,2024-01-29,55
77,2024-02-08,45
77,2024-03-28,54
77,2024-01-26,83
77,2024-01-17,57
78,2024-04-29,95
78,2024-02-25,70
78,2024-03-05,74
78,2024-04-02,44
78,2024-04-30,32
78,2024-03-26,40
78,2024-03-20,82
78,2024-02-10,75
78,2024-04-24,59
78,2024-04-17,86
78,2024-02-20,47
78,2024-04-27,80
78,2024-04-14,77
78,2024-03-11,95
78,2024-03-18,37
78,2024-01-29,51
78,2024-03-23,35
78,2024-01-19,105
79,2024-02-26,107
79,2024-04-13,93
79,2024-02-05,69
79,2024-03-19,88
79,2024-04-01,84
79,2024-04-25,91
79,2024-02-26,33
79,2024-02-18,89
79,2024-02-14,104
79,2024-03-22,59
79,2024-03-06,31
79,2024-03-17,91
79,2024-02-14,78
79,2024-04-27,38
79,2024-03-19,60
79,2024-01-20,90
79,2024-03-04,108
79,2024-04-02,77
79,2024-04-15,54
79,2024-04-02,65
79,2024-03-07,37
79,2024-03-23,102
79,2024-01-03,87
79,2024-02-23,74
80,2024-02-08,83
80,2024-04-05,45
80,2024-02-27,37
80,2024-04-25,88
80,2024-03-21,86
80,2024-04-08,69
80,2024-04-10,88
80,2024-03-23,31
80,2024-03-04,105
80,2024-02-13,39
80,2024-01-29,73
80,2024-02-28,40
80,2024-03-11,108
80,2024-04-01,109
80,2024-01-09,110
80,2024-04-01,119
80,2024-01-06,31
80,2024-01-29,79
80,2024-02-27,41
80,2024-01-17,119
80,2024-01-16,52
80,2024-03-27,47
80,2024-04-04,91
80,2024-01-03,91
80,2024-01-21,67
80,2024-03-04,96
80,2024-03-30,67
80,2024-02-05,96
80,2024-04-15,90
80,2024-04-10,30
80,2024-04-26,74
80,2024-03-26,57
80,2024-03-02,50
80,2024-02-11,42
80,2024-03-16,56
80,2024-02-11,36
80,2024-03-01,51
80,2024-01-13,103
80,2024-01-11,82
81,2024-03-19,89
81,2024-01-04,75
81,2024-04-05,79
81,2024-01-23,77
81,2024-04-28,35
81,2024-03-10,118
81,2024-03-28,85
81,2024-03-24,88
81,2024-04-10,58
81,2024-03-24,100
81,2024-03-16,106
81,2024-02-02,47
81,2024-01-28,31
81,2024-01-08,37
81,2024-01-01,104
81,2024-02-06,83
81,2024-03-03,67
81,2024-01-22,77
81,2024-03-10,56
81,2024-01-21,49
81,2024-04-05,41
81,2024-02-04,72
81,2024-03-19,90
81,2024-01-05,60
82,2024-04-05,87
82,2024-03-01,32
82,2024-03-14,109
82,2024-03-07,98
82,2024-04-18,114
82,2024-03-31,39
82,2024-02-04,112
82,2024-04-04,54
82,2024-01-15,97
82,2024-01-16,90
82,2024-01-13,58
82,2024-04-22,48
82,2024-02-04,72
82,2024-04-25,95
82,2024-03-15,103
82,2024-02-28,90
82,2024-01-21,72
82,2024-04-24,54
82,2024-02-23,49
82,2024-03-15,77
82,2024-01-30,112
82,2024-02-17,116
82,2024-04-26,53
82,2024-02-04,40
82,2024-03-26,84
82,2024-02-07,57
82,2024-01-31,98
82,2024-03-18,92
82,2024-01-24,88
82,2024-04-23,34
82,2024-02-18,80
82,2024-04-05,50
82,2024-04-09,41
82,2024-02-01,79
82,2024-02-24,33
82,2024-03-19,71
83,2024-02-07,100
83,2024-01-25,33
83,2024-01-14,94
83,2024-03-15,44
83,2024-02-01,105
83,2024-01-11,51
83,2024-03-01,115
83,2024-01-18,76
83,2024-01-27,110
83,2024-02-24,75
83,2024-02-23,43
83,2024-03-22,79
83,2024-04-29,49
83,2024-03-27,79
83,2024-03-15,62
83,2024-01-21,88
83,2024-02-13,72
83,2024-01-05,108
83,2024-03-27,41
83,2024-02-10,69
83,2024-02-28,49
83,2024-03-29,67
83,2024-04-14,32
83,2024-02-23,57
83,2024-03-14,85
83,2024-01-22,119
83,2024-03-23,42
83,2024-03-05,106
83,2024-03-04,95
84,2024-02-18,58
84,2024-04-11,69
84,2024-03-06,119
84,2024-02-05,59
84,2024-02-23,110
84,2024-01-26,113
84,2024-03-15,84
84,2024-03-12,45
84,2024-04-17,75
84,2024-02-09,91
84,2024-02-12,36
84,2024-01-22,109
84,2024-01-20,74
84,2024-01-08,88
85,2024-02-25,82
85,2024-02-17,41
85,2024-01-27,78
85,2024-02-22,46
85,2024-03-27,93
85,2024-03-28,71
85,2024-03-13,58
85,2024-02-04,48
85,2024-02-20,40
85,2024-03-24,79
85,2024-02-06,100
85,2024-04-15,87
85,2024-03-21,63
85,2024-04-20,49
85,2024-04-04,79
85,2024-04-28,117
85,2024-02-26,39
85,2024-01-08,61
85,2024-03-19,81
85,2024-04-04,44
85,2024-04-26,113
85,2024-04-03,32
85,2024-04-19,66
85,2024-01-20,69
86,2024-02-09,65
86,2024-04-17,42
86,2024-02-25,65
86,2024-01-23,55
86,2024-04-13,115
86,2024-01-11,33
86,2024-04-19,111
86,2024-03-04,93
86,2024-01-08,67
86,2024-04-02,117
86,2024-04-03,116
86,2024-02-25,51
86,2024-02-29,31
86,2024-01-10,60
86,2024-02-08,40
86,2024-01-28,75
86,2024-02-18,91
87,2024-03-04,86
87,2024-04-11,84
87,2024-01-10,82
87,2024-02-09,85
87,2024-04-19,38
87,2024-01-24,51
87,2024-04-08,42
87,2024-02-13,118
87,2024-04-21,77
87,2024-02-29,47
87,2024-03-02,105
87,2024-03-27,69
87,2024-01-17,46
87,2024-03-05,44
88,2024-01-15,105
88,2024-03-19,73
88,2024-03-03,67
88,2024-04-28,112
88,2024-02-08,89
88,2024-01-13,100
88,2024-03-21,77
88,2024-02-01,47
88,2024-01-09,45
88,2024-02-09,84
88,2024-01-20,68
88,2024-03-30,97
88,2024-03-31,88
88,2024-03-25,118
88,2024-03-22,91
88,2024-03-17,42
88,2024-03-20,110
88,2024-03-13,35
88,2024-03-03,112
89,2024-04-30,32
89,2024-02-29,109
89,2024-03-30,51
89,2024-01-14,67
89,2024-04-04,101
89,2024-02-23,101
89,2024-01-04,91
89,2024-02-08,86
89,2024-03-12,35
89,2024-01-25,107
89,2024-03-17,61
89,2024-02-01,39
89,2024-02-28,32
89,2024-04-11,88
89,2024-03-03,105
89,2024-02-07,78
89,2024-04-29,88
89,2024-04-01,60
89,2024-02-22,98
89,2024-04-03,91
89,2024-03-07,81
89,2024-01-28,118
90,2024-01-31,30
90,2024-03-25,44
90,2024-03-24,106
90,2024-04-12,46
90,2024-01-22,53
90,2024-01-04,87
90,2024-01-13,101
90,2024-02-14,52
90,2024-02-11,75
90,2024-04-23,101
90,2024-02-18,37
90,2024-01-20,88
90,2024-04-25,119
90,2024-03-17,88
90,2024-03-21,42
90,2024-02-23,68
90,2024-02-05,57
90,2024-04-06,118
91,2024-01-16,81
91,2024-04-28,38
91,2024-01-02,83
91,2024-04-27,30
91,2024-03-22,73
91,2024-01-17,104
91,2024-01-30,109
91,2024-04-12,38
91,2024-01-13,61
91,2024-04-05,44
91,2024-04-23,41
91,2024-04-02,107
91,2024-04-19,86
91,2024-04-03,37
91,2024-03-22,101
91,2024-01-13,56
91,2024-02-12,91
91,2024-03-25,41
91,2024-04-03,94
91,2024-01-21,71
91,2024-04-21,91
91,2024-02-24,40
91,2024-03-21,72
91,2024-02-09,46
91,2024-03-23,61
91,2024-04-25,114
91,2024-01-15,114
91,2024-03-13,69
91,2024-02-21,52
91,2024-03-14,85
91,2024-04-17,35
91,2024-04-04,115
91,2024-02-22,79
91,2024-03-27,66
91,2024-02-21,93
91,2024-01-30,83
91,2024-02-02,101
91,2024-02-26,78
92,2024-04-24,46
92,2024-01-11,35
92,2024-03-28,48
92,2024-02-18,85
92,2024-01-21,57
92,2024-04-24,95
92,2024-03-06,67
92,2024-03-03,66
92,2024-04-13,97
92,2024-03-23,115
92,2024-04-12,119
92,2024-01-28,78
93,2024-02-05,71
93,2024-02-27,111
93,2024-01-13,77
93,2024-02-21,69
93,2024-02-27,92
93,2024-02-01,105
93,2024-03-21,101
93,2024-04-14,117
93,2024-04-09,109
93,2024-04-28,33
93,2024-02-29,67
93,2024-04-19,56
93,2024-03-23,38
93,2024-02-27,45
93,2024-04-08,85
93,2024-04-19,105
93,2024-04-13,60
93,2024-02-25,117
93,2024-01-28,43
93,2024-01-01,54
94,2024-03-07,96
94,2024-01-24,53
94,2024-04-27,34
94,2024-04-15,96
94,2024-03-13,87
94,2024-01-26,56
94,2024-01-20,109
94,2024-03-04,44
94,2024-04-13,64
94,2024-01-10,105
94,2024-03-23,82
95,2024-01-26,118
95,2024-02-16,113
95,2024-02-03,78
95,2024-03-27,115
95,2024-04-04,114
95,2024-02-19,91
95,2024-03-24,67
95,2024-01-12,44
95,2024-03-27,81
95,2024-01-04,108
95,2024-03-27,75
95,2024-02-17,54
95,2024-02-24,50
95,2024-04-21,117
95,2024-01-01,34
95,2024-04-27,99
95,2024-03-29,76
95,2024-03-06,116
95,2024-01-30,97
95,2024-01-03,47
95,2024-01-21,50
96,2024-04-08,40
96,2024-03-26,105
96,2024-04-13,68
96,2024-01-23,119
96,2024-03-04,106
96,2024-03-07,101
96,2024-02-09,92
96,2024-04-23,93
96,2024-01-10,90
96,2024-03-29,83
96,2024-02-21,102
96,2024-04-22,87
96,2024-03-12,114
96,2024-04-28,85
96,2024-03-15,63
96,2024-03-01,60
96,2024-03-04,81
96,2024-01-05,118
96,2024-04-18,105
96,2024-02-22,30
96,2024-02-24,84
96,2024-02-06,51
96,2024-02-25,69
96,2024-02-28,30
96,2024-04-18,94
96,2024-04-11,92
96,2024-04-02,83
96,2024-03-09,71
96,2024-03-13,50
96,2024-02-28,108
96,2024-04-21,110
96,2024-01-02,51
96,2024-03-05,67
96,2024-04-13,109
96,2024-02-29,37
96,2024-02-20,91
96,2024-01-30,76
97,2024-01-17,89
97,2024-04-27,35
97,2024-03-30,98
97,2024-01-13,115
97,2024-01-17,87
97,2024-02-07,78
97,2024-03-21,52
97,2024-04-21,118
97,2024-03-18,63
97,2024-02-14,55
97,2024-01-06,76
97,2024-02-04,34
97,2024-04-19,119
97,2024-01-14,49
97,2024-04-20,35
97,2024-03-12,99
97,2024-03-01,88
97,2024-01-15,93
97,2024-02-23,47
97,2024-01-27,33
97,2024-01-13,46
97,2024-04-22,43
97,2024-01-31,107
97,2024-04-26,42
97,2024-04-29,36
97,2024-02-04,73
98,2024-01-15,108
98,2024-01-19,97
98,2024-03-03,69
98,2024-04-16,88
98,2024-04-20,109
98,2024-04-17,45
98,2024-02-04,91
98,2024-03-21,33
98,2024-02-04,74
98,2024-01-19,119
98,2024-01-20,57
98,2024-04-09,95
98,2024-02-04,60
98,2024-02-01,32
98,2024-02-17,37
98,2024-02-13,53
98,2024-04-13,44
98,2024-01-24,72
98,2024-03-01,60
98,2024-01-17,102
98,2024-03-11,74
98,2024-04-16,95
98,2024-02-19,37
98,2024-03-05,100
98,2024-04-08,86
98,2024-02-01,109
98,2024-02-05,59
98,2024-01-13,103
98,2024-03-10,47
98,2024-02-27,98
98,2024-01-14,68
98,2024-02-06,89
99,2024-02-12,52
99,2024-02-14,35
99,2024-01-23,61
99,2024-03-09,47
99,2024-04-03,44
99,2024-01-06,69
99,2024-02-25,102
99,2024-04-19,103
99,2024-04-17,113
99,2024-01-04,35
99,2024-04-02,92
100,2024-04-15,61
100,2024-01-11,115
100,2024-02-12,99
100,2024-01-17,64
100,2024-04-05,51
100,2024-01-04,94
100,2024-03-03,113
100,2024-03-08,51
100,2024-03-21,40
100,2024-02-10,106
100,2024-03-23,32
100,2024-01-05,38
101,2024-03-16,77
101,2024-03-27,39
101,2024-01-14,104
101,2024-04-06,40
101,2024-01-18,114
101,2024-04-22,50
101,2024-04-14,115
101,2024-03-13,74
101,2024-01-23,36
101,2024-03-14,110
101,2024-03-23,93
101,2024-02-16,93
101,2024-03-09,31
101,2024-02-16,105
101,2024-04-25,71
101,2024-03-27,111
101,2024-01-30,83
101,2024-01-25,104
101,2024-01-28,45
101,2024-04-07,47
101,2024-04-18,88
101,2024-04-29,119
101,2024-04-21,45
101,2024-04-20,35
101,2024-01-25,86
101,2024-03-14,76
101,2024-03-18,77
101,2024-04-15,71
101,2024-04-30,105
101,2024-04-19,89
101,2024-02-27,106
101,2024-04-03,33
101,2024-04-28,31
101,2024-02-10,119
101,2024-01-25,88
101,2024-03-18,56
101,2024-04-08,56
102,2024-03-12,76
102,2024-01-07,105
102,2024-03-03,59
102,2024-04-20,52
102,2024-04-28,45
102,2024-02-15,43
102,2024-03-03,103
102,2024-04-13,100
102,2024-01-12,81
102,2024-01-13,66
102,2024-02-12,58
102,2024-01-17,96
102,2024-03-03,44
102,2024-03-21,76
102,2024-04-29,75
102,2024-02-05,81
102,2024-03-25,48
102,2024-01-08,106
102,2024-03-09,50
102,2024-03-30,93
102,2024-03-20,66
102,2024-02-05,56
102,2024-01-28,84
102,2024-04-27,58
103,2024-01-25,48
103,2024-03-10,67
103,2024-03-03,99
103,2024-02-05,108
103,2024-01-02,86
103,2024-01-22,49
103,2024-04-05,38
103,2024-01-16,61
103,2024-01-18,33
103,2024-03-09,79
103,2024-02-23,111
103,2024-04-09,34
103,2024-01-30,49
103,2024-02-14,116
103,2024-01-19,104
103,2024-03-27,66
103,2024-02-03,51
103,2024-01-13,87
103,2024-02-12,97
103,2024-03-02,73
103,2024-04-27,63
103,2024-04-02,106
103,2024-04-09,71
103,2024-01-22,38
103,2024-02-21,36
103,2024-02-21,97
103,2024-04-20,48
103,2024-02-05,60
103,2024-03-13,64
104,2024-03-25,41
104,2024-03-01,110
104,2024-01-31,104
104,2024-03-23,94
104,2024-04-04,76
104,2024-02-22,82
104,2024-02-01,100
104,2024-03-06,31
104,2024-02-28,53
104,2024-04-25,33
104,2024-01-10,48
104,2024-01-02,55
104,2024-03-06,104
104,2024-02-29,69
104,2024-03-28,79
104,2024-01-17,72
104,2024-04-05,104
104,2024-01-16,96
104,2024-01-16,41
104,2024-02-15,96
104,2024-02-08,56
104,2024-04-26,83
104,2024-01-31,95
104,2024-04-16,78
104,2024-03-28,45
104,2024-01-01,31
104,2024-01-11,89
104,2024-04-28,83
104,2024-03-25,59
104,2024-01-04,113
104,2024-03-11,67
104,2024-01-26,57
104,2024-04-20,54
104,2024-02-19,39
105,2024-02-11,49
105,2024-02-09,68
105,2024-04-06,89
105,2024-03-17,95
105,2024-04-29,94
105,2024-04-14,80
105,2024-04-27,65
105,2024-02-11,53
